price,Brand,num_votes,Ratings,thickness,weight,warranty,screen_size,ppi,threads,ram,antiglare1,aspect_ratio1,touch_screen1,cores1,battery_capacity,battery_cell,hdmi1,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,resolution_width,resolution_height,hdd,ssd,laptop_model
109990,HP,123.0,4.55,22.5,2.37,1.0,15.6,141,20.0,16,1,,0,14.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph)
84000,Acer,133.0,4.65,26.9,2.5,1.0,15.6,141,16.0,16,1,,0,8.0,57.0,4.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,7.0,amd,3,nvidia,4.0,rtx3050,1,0,0,0,1920.0,1080.0,,512.0,Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
69990,Asus,123.0,4.25,19.0,1.5,1.0,14.0,162,16.0,16,0,16:10 Aspect Ratio,1,8.0,,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,1920.0,1200.0,,512.0,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11)
75990,Asus,91.0,4.3,17.9,1.7,1.0,15.6,212,16.0,16,1,16:9 Aspect Ratio,0,12.0,,4.0,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,2880.0,1620.0,,512.0,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
64990,Asus,118.0,4.05,19.9,1.7,1.0,15.6,141,16.0,16,1,16:09 Aspect Ratio,0,12.0,,3.0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
24551,Lenovo,1076.0,4.0,0.0,,1.0,15.6,141,2.0,8,0,,0,2.0,,,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,,intel,7,intel,,Integrated,1,0,0,0,1920.0,1080.0,,256.0,Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home)
40990,Honor,727.0,4.3,17.0,1.54,1.0,15.6,141,12.0,16,0,16:9  Aspect Ratio,0,6.0,56.0,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Honor MagicBook 15 BMH-WFQ9HN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11)
48990,Honor,465.0,4.15,18.0,1.75,1.0,16.0,142,12.0,16,1,16:9 Aspect Ratio,0,8.0,60.0,,1,0,0,0,0,0,1,1,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1200.0,,512.0,Honor MagicBook X16 2023 BRN-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home)
41490,HP,666.0,4.25,0.0,1.69,1.0,15.6,141,12.0,8,1,,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,1,,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home)
45790,HP,104.0,4.65,0.0,1.75,1.0,15.6,141,8.0,8,1,,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,1,,2.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home)
56990,HP,88.0,4.7,23.0,2.37,1.0,15.6,137,12.0,8,1,16:9 Aspect Ratio,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
42990,HP,1336.0,4.05,17.9,1.46,1.0,14.0,157,8.0,8,1,,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP 14s-dy5008TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home)
429990,Asus,68.0,4.5,20.5,2.67,1.0,16.0,283,32.0,32,1,16:10 Aspect Ratio,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,1,,2.0,2.0,7.0,amd,5,nvidia,16.0,rtx4090,0,0,0,1,3840.0,2400.0,,2048.0,Asus ROG Zephyrus Duo 16 (2023) GX650PY-NM052WS Gaming Laptop ( AMD Ryzen 9 7945HX/ 32GB/ 2TB SSD/ Win11/ 16GB Graph)
32990,Acer,1170.0,4.15,18.9,1.7,1.0,15.6,141,8.0,8,1,,0,8.0,40.0,3.0,1,1,0,0,0,0,0,0,0,,2.0,1.0,,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home)
30990,Acer,1075.0,4.1,18.9,1.7,1.0,15.6,141,8.0,8,1,,0,8.0,40.0,3.0,1,1,0,0,0,0,0,0,0,,2.0,1.0,,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,256.0,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home)
64990,Acer,129.0,4.2,26.9,2.5,1.0,15.6,141,12.0,8,1,,0,6.0,57.0,4.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,7.0,amd,3,nvidia,4.0,rtx3050,1,0,0,0,1920.0,1080.0,,512.0,Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
116990,MSI,77.0,4.5,24.9,2.25,2.0,15.6,141,16.0,16,1,,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,1920.0,1080.0,,1024.0,MSI Katana 15 B13VFK-296IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph)
44990,Asus,86.0,3.9,17.9,1.63,1.0,15.6,141,8.0,16,1,16:9 Aspect Ratio,0,4.0,45.0,,1,0,0,0,0,0,0,0,1,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home)
34990,Acer,677.0,4.15,18.9,1.78,1.0,15.6,141,8.0,8,0,,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,1,,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Acer Extensa EX215-23 NX.EH3SI.003 Laptop (Ryzen 5 7520U/ 8 GB/512 GB SSD/Win11 Home)
67990,HP,75.0,4.6,22.5,2.37,1.0,15.6,137,12.0,16,1,16:9 Aspect Ratio,0,8.0,52.5,3.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-Fa0117TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
89990,Samsung,243.0,4.5,15.4,1.57,1.0,15.6,157,12.0,16,1,,0,10.0,54.0,,1,0,0,0,0,0,1,1,1,,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,1920.0,1080.0,,512.0,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11)
76990,Samsung,347.0,4.4,15.4,1.57,1.0,15.6,157,12.0,16,1,,0,10.0,54.0,,1,0,0,0,0,0,1,1,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,1920.0,1080.0,,512.0,Samsung Galaxy Book 3 NP750XFG-KA2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
42990,Asus,339.0,4.0,0.0,,1.0,15.6,141,12.0,8,1,16:09 Aspect Ratio,0,10.0,,3.0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook 15 X1502ZA-EJ332WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11)
154990,MSI,99.0,4.35,27.2,2.7,2.0,17.3,127,20.0,16,1,,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,1920.0,1080.0,,1024.0,MSI Pulse 17 B13VGK-252IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph)
308990,MSI,70.0,4.3,21.0,2.8,2.0,17.3,255,20.0,32,1,,0,14.0,,4.0,1,1,1,1,0,0,1,1,1,,2.0,2.0,12.0,intel,i9,nvidia,16.0,Integrated,0,0,0,1,3840.0,2160.0,,2048.0,MSI Stealth GS77 12UHS-226IN Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph)
281990,Samsung,54.0,4.2,16.5,1.79,1.0,16.0,157,20.0,32,1,,0,14.0,,,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i9,nvidia,,rtx4070,0,1,0,0,2880.0,1800.0,,1024.0,Samsung Galaxy Book 3 Ultra NP960XFH-XA1IN Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ Nvidia RTX4070)
46990,Lenovo,2650.0,4.3,19.9,1.65,1.0,15.6,157,12.0,16,1,,0,6.0,65.0,,1,0,1,0,0,0,1,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home)
163990,Samsung,77.0,4.1,12.8,1.66,1.0,16.0,212,16.0,16,1,16:10 Aspect Ratio,1,12.0,76.0,,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,2880.0,1800.0,,512.0,Samsung Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11)
138990,Samsung,123.0,4.25,13.7,1.46,1.0,15.6,141,16.0,16,1,16:10 Aspect Ratio,1,12.0,68.0,,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,1920.0,1080.0,,1024.0,Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11)
109990,Samsung,64.0,3.95,12.9,1.16,1.0,13.3,166,12.0,16,1,16:10 Aspect Ratio,1,10.0,61.0,,1,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Samsung Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11)
34000,Asus,106.0,4.3,19.9,1.8,1.0,15.6,141,4.0,8,1,16:9 Aspect Ratio,0,2.0,37.0,2.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11)
12990,Primebook,898.0,4.1,19.3,1.2,1.0,11.6,135,,4,0,,0,8.0,,,0,1,0,0,0,0,0,0,1,,2.0,,,mediatek,7,arm,,Integrated,0,0,0,0,1366.0,768.0,128.0,0.0,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11)
56490,HP,172.0,4.05,23.0,2.37,1.0,15.6,137,12.0,8,1,16:9 Aspect Ratio,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
67990,HP,1271.0,4.25,17.9,1.74,1.0,15.6,141,16.0,16,1,,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,1920.0,1080.0,,512.0,HP Pavilion 15-eg2091TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
199900,Apple,100.0,4.1,15.5,1.6,1.0,14.2,254,,16,1,,0,10.0,70.0,,1,0,1,1,0,0,1,0,1,,,3.0,,apple,M2,apple,,Integrated,0,0,1,0,3024.0,1964.0,,512.0,Apple MacBook Pro 14 inch Laptop (M2 Pro 10-core CPU/ 16GB/ 512GB SSD/ Mac OS/ 16-core GPU)
84844,HP,121.0,4.3,16.9,1.32,1.0,13.4,255,12.0,16,1,,1,10.0,,4.0,0,0,0,1,0,0,1,0,1,,2.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1200.0,,512.0,HP Envy x360 13-bf0121TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
69000,Acer,111.0,4.0,19.9,2.1,1.0,15.6,141,16.0,16,0,,0,12.0,50.0,3.0,1,1,0,1,0,0,1,1,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,1920.0,1080.0,,512.0,Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
65439,HP,1632.0,4.2,17.0,1.41,1.0,14.0,141,12.0,16,1,,0,10.0,43.0,3.0,1,0,0,0,0,0,1,1,1,2.0,,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11)
53990,Asus,140.0,4.3,20.0,1.8,1.0,16.0,283,12.0,16,1,16:10 Aspect Ratio,0,6.0,,,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,1,1200.0,1920.0,,512.0,Asus Vivobook 16X M1603QA-MB512WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home)
108000,Dell,99.0,4.35,0.0,1.59,1.0,14.0,112,12.0,8,0,16:9 Aspect Ratio,0,10.0,,4.0,1,1,1,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1366.0,768.0,,512.0,Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro)
59990,Lenovo,81.0,4.2,0.0,1.5,3.0,14.0,157,12.0,8,1,,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11)
67990,Lenovo,104.0,4.35,19.0,1.59,1.0,14.0,157,12.0,8,1,16:9 Aspect Ratio,0,10.0,,3.0,1,1,0,0,0,0,1,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,1920.0,1080.0,,512.0,Lenovo ThinkPad E14 21E3S04X00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home)
54990,Dell,124.0,3.95,0.0,1.65,1.0,15.6,141,12.0,8,1,,0,10.0,41.0,3.0,1,0,1,1,0,0,0,0,1,1.0,2.0,,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,Dell Inspiron 3520 D560871WIN9B Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11)
34990,Honor,396.0,4.25,0.0,,1.0,14.0,141,12.0,8,0,16:9  Aspect Ratio,0,6.0,,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Honor MagicBook 14 WDQ9BHNE Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11)
62990,Asus,100.0,4.15,19.9,1.5,1.0,14.0,157,16.0,16,1,16:9 Aspect Ratio,1,12.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home)
86800,MSI,103.0,4.1,23.95,2.26,2.0,16.0,191,20.0,16,1,,0,14.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,Integrated,0,0,1,0,2560.0,1660.0,,1024.0,MSI Creator Pro M16 A12UIS-634IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 4GB Graph)
16990,Asus,3050.0,4.0,19.5,1.2,1.0,11.6,135,2.0,4,1,16:9 Aspect Ratio,0,2.0,,3.0,0,0,1,0,0,0,1,0,1,,1.0,2.0,,intel,7,intel,,Integrated,0,0,1,0,1366.0,768.0,32.0,0.0,Asus Chromebook Flip C214MA-BU0704 Laptop (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS)
86990,Asus,232.0,4.4,19.9,1.8,1.0,15.6,141,12.0,16,1,16:9 Aspect Ratio,0,8.0,,3.0,1,0,1,0,0,0,1,1,1,2.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,1920.0,1080.0,,512.0,Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
23990,Acer,566.0,3.95,20.9,1.5,1.0,14.0,112,4.0,8,0,,0,2.0,,3.0,1,1,0,0,0,0,0,0,1,,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,1366.0,768.0,,256.0,Acer One 14 Z2-493 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11)
59990,Xiaomi,196.0,4.05,15.9,1.4,1.0,14.0,215,12.0,16,1,16:10 Aspect Ratio,0,8.0,,,1,0,0,1,0,0,1,1,1,,1.0,1.0,12.0,intel,i5,nvidia,2.0,mx550,1,0,0,0,2560.0,1600.0,,512.0,Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Garph)
79990,Asus,83.0,4.65,19.9,1.8,1.0,15.6,141,12.0,16,1,16:9 Aspect Ratio,0,8.0,,3.0,1,0,1,0,0,0,1,0,1,,2.0,,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,1920.0,1080.0,,512.0,Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
179990,Asus,77.0,4.6,21.4,2.4,1.0,16.0,283,20.0,16,1,16:10 Aspect Ratio,0,14.0,90.0,4.0,1,1,1,1,0,0,1,1,1,,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,1,0,3840.0,2400.0,,1024.0,Asus ProArt StudioBook Pro 16 OLED H7600ZM-L701WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph)
104990,Asus,94.0,4.6,24.9,2.2,1.0,15.6,141,16.0,16,1,16:9 Aspect Ratio,0,8.0,,4.0,1,1,1,0,0,0,1,0,1,,2.0,2.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,1920.0,1080.0,,1024.0,Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph)
55990,HP,979.0,4.25,17.9,1.69,1.0,15.6,141,12.0,8,1,16:9 Aspect Ratio,0,10.0,,3.0,1,0,0,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home)
41990,HP,410.0,4.2,18.0,1.75,1.0,15.6,141,4.0,8,1,,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1,,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,1920.0,1080.0,1024.0,0.0,HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256 SSD/ Win11 Home)
54990,HP,2964.0,4.2,19.9,1.69,1.0,15.6,141,12.0,8,1,16:9 Aspect Ratio,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,HP 15s-fq5111TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home)
46199,HP,1463.0,4.25,18.0,1.69,1.0,15.6,141,12.0,16,1,,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,1,,,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP Pavilion 15s-eq2182AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home)
56690,HP,143.0,4.2,24.0,2.37,1.0,15.6,137,12.0,8,1,16:9 Aspect Ratio,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
67536,HP,78.0,4.15,23.5,2.29,1.0,15.6,137,12.0,8,1,16:9 Aspect Ratio,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fa0350TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
58990,Asus,136.0,4.3,24.5,2.3,1.0,15.6,141,12.0,8,1,,0,6.0,,4.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,1920.0,1080.0,,512.0,Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph)
45990,Dell,219.0,4.15,0.0,1.48,1.0,14.0,157,8.0,8,0,16:9 Aspect Ratio,0,4.0,,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,,11.0,intel,i5,intel,,Integrated,1,0,0,0,1080.0,1920.0,,512.0,Dell Vostro 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11)
52128,Acer,296.0,4.15,17.9,1.8,1.0,15.6,141,16.0,8,0,,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,1920.0,1080.0,,512.0,Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph)
54990,MSI,374.0,4.2,21.7,1.86,2.0,15.6,141,16.0,8,1,,0,8.0,51.0,3.0,1,1,1,0,0,0,1,0,1,,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,0,1,1920.0,1080.0,,512.0,MSI Thin GF63 11SC-852IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph)
103060,HP,95.0,4.15,22.5,2.37,1.0,15.6,141,16.0,16,1,,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,1,,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,1920.0,1080.0,,512.0,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph)
136990,Apple,131.0,4.3,15.6,1.38,1.0,13.3,227,,8,0,,0,8.0,58.2,,0,0,0,1,0,0,1,0,1,,,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,2560.0,1600.0,,512.0,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS)
118990,Apple,258.0,4.35,15.6,1.38,1.0,13.3,227,,8,0,,0,8.0,58.2,,0,0,0,1,0,0,1,0,1,,,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,2560.0,1600.0,,256.0,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS)
58366,HP,526.0,4.2,19.9,1.75,1.0,15.6,141,12.0,8,1,16:9 Aspect Ratio,0,10.0,,3.0,1,0,0,0,0,0,0,0,1,,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,1920.0,1080.0,,512.0,HP Pavilion 15s-FQ5009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home)
63990,Samsung,328.0,4.5,15.4,1.57,1.0,15.6,141,12.0,16,1,,0,10.0,,,0,0,0,0,0,0,1,1,1,2.0,,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
74990,Asus,200.0,4.35,19.0,1.8,1.0,15.6,141,16.0,16,1,16:9 Aspect Ratio,0,12.0,,3.0,1,0,0,1,0,0,1,1,1,1.0,1.0,,12.0,intel,i5,intel,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,Asus Vivobook S15 OLED K3502ZA-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11)
74990,Asus,2235.0,4.4,18.9,1.5,1.0,14.0,243,16.0,16,1,,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1,1.0,1.0,,12.0,intel,i5,intel,,Integrated,0,0,1,0,2880.0,1800.0,,512.0,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home)
56990,HP,1012.0,4.35,17.0,1.41,1.0,14.0,157,12.0,16,1,,0,6.0,43.0,3.0,1,0,0,0,0,0,1,1,1,2.0,,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,1920.0,1080.0,,512.0,HP Pavilion 14-EC1019AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home)
