price,Brand,num_votes,num_reviews,Ratings,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,antiglare,aspect_ratio,touchscreen,processor,cores,threads,cache,graphic_card,ram,hard_disk,battery1,hdmi,wifi,usb,camera,others
88680,HP,106,,4.1,OS: Windows 11,Utility: Performance,Thickness: 18.4 mmAverage,2.14 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Touch Screen,Touch Screen,Touch Screen,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores  8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"['55\u2009Wh, 4 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",5 MP Camera,"Backlit Keyboard, Inbuilt Microphone"
87490,HP,53,,4.6,OS: Windows 11,Utility: Performance,Thickness: 18.4 mmAverage,2.14 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Touch Screen,Touch Screen,Touch Screen,7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon AMD Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"['55\u2009Wh, 4 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",5 MP Camera,"Backlit Keyboard, Inbuilt Microphone"
44927,Lenovo,74,,4,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.62 kgLight,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Integrated Intel UHD Graphics Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['47\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
69990,Asus,96,,4.4,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.4 kgLight,1 Year Warranty,14 inchesSmall,2880 x 1800 pixelsGood,~ 243 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"['63\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
107767,HP,80,,4.15,OS: Windows 11,Utility: Performance,Thickness: 17 mmSlim,1.41 kgLight,1 Year Warranty,14 inchesAverage,2880 x 1800 pixelsGood,~ 243 PPIHigh,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"['51\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
38390,Dell,69,,4.3,OS: Windows 11 ,Utility: Everyday Use,Thickness: 19 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,"1 TB HARD Disk, 256 GB SSDAverage","['41\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0",,Inbuilt Microphone
39990,HP,77,,4.4,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 3 7320U,4 x 2.4 GHz (Turbo Speed upto 4.1 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
58299,Dell,117,,4.15,OS: Windows 11,Utility: Everyday Use,Utility: Everyday Use,Utility: Everyday Use,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 162 PPIHigh,Touch Screen,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i3 1315U,2 x (Turbo Speed upto 4.5 GHz) Performance Cores  4 x (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",Smart Cache Cache,Intel UHD Graphics Graphics,8 GB LPDDR5 RAMAverage,1 TB SSD,"['54\u2009Wh, 4 Cell BatteryGood']","HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
52990,HP,56,,4.4,OS: Windows 11,Utility: Performance,Thickness: 17 mmSlim,1.41 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,16 GB LPDDR5 RAMLarge,512 GB SSD,['3 Cell Battery'],HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
59990,Lenovo,69,,4.2,OS: Windows 11,Utility: Everyday Use,1.41 kgLight,1.41 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon Graphics Graphics,16 GB DDR4  RAMAverage,512 GB SSD,"['45\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
59990,Lenovo,475,,4.2,OS: Windows 11,Utility: Gaming,Thickness: 24.2 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
53990,Lenovo,97,,4.75,OS: Windows 11,Utility: Everyday Use,Thickness: 18.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['45\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
80490,HP,94,,4.75,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.4 mmAverage,1.4 kgLight,1 Year Warranty,14 inchesAverage,2240 x 1400 pixelsGood,~ 189 PPIHigh,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i5 1340P,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores  8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"['51\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
59500,Lenovo,89,,4.45,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 24.1 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"['45\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
60990,Lenovo,77,,4.2,OS: Windows 11,Utility: Gaming,Thickness: 24.2 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
171990,MSI,70,,4.75,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,2.1 kgAverage,2 Year Warranty,15.6 inchesAverage,2560 x 1440 pixelsAverage,~ 141 PPILow,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i7 13620H,6 x (Turbo Speed upto 4.9 GHz) Performance Cores  4 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"['53.5\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
66990,Lenovo,65,2,4.25,OS: Windows 11,Utility: Gaming,Thickness: 21.8 mmThick,2.32 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16 GB DDR5 RAMLargest,512 GB SSD,,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
115592,HP,58,,4.7,OS: Windows 11,"Utility: Business, Performance",Thickness: 24 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,6th Gen AMD Ryzen 5 6600H,6 x (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, ‎NVIDIA Quadro T600 GraphicsSmall",16 GB DDR5 RAMAverage,"1 TB HARD Disk, 512 GB SSDSmall","['52.5\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
137456,HP,92,,4.15,OS: Windows 11,"Utility: Business, Performance",Thickness: 24 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,6th Gen AMD Ryzen 5 6600H,6 x (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, ‎NVIDIA Quadro T600 GraphicsSmall",32 GB DDR5 RAMLargest,1 TB SSD,"['52.5\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
52990,Lenovo,54,,4.25,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.5 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Touch Screen,16:10 Aspect Ratio,16:10 Aspect Ratio,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated UHD Graphics,8 GB LPDDR4 RAMAverage,512 GB SSD,['52.5\u2009Wh BatteryGood'],"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
52990,HP,183,,4.4,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.69 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,5th Gen AMD Ryzen 7   5700U,8 x 1.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Octa Core, 16 Threads",8 MB Cache,AMD Radeon Radeon Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
47990,HP,71,,4.05,OS: Windows 11,Utility: Performance,1.4 kgLight,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i3 1315U,2 x (Turbo Speed upto 4.5 GHz) Performance Cores  4 x (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
50990,Infinix,204,17,4.2,OS: Windows 11,Utility: Performance,Thickness: 16.95 mmSlim,1.8 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,,,,13th Gen Intel Core i5 13500H,4 x (Turbo Speed upto 4.7 GHz) Performance Cores  8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR5X RAMLargest,512 GB SSD,['70\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.2","2 x USB 2.0, 2 x USB 3.0",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
49490,HP,64,,4.35,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
52990,HP,51,,4.4,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.4 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,16 GB LPDDR5 RAMLarge,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
115990,HP,89,,4.5,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.3 mmAverage,1.77 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Touch Screen,Anti Glare,Anti Glare,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris X Graphics Graphics,16 GB LPDDR5 RAMAverage,1 TB SSD,"['55\u2009Wh, 4 Cell BatteryGood']","HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
109990,HP,111,,4.4,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.3 mmAverage,1.77 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Touch Screen,Anti Glare,Anti Glare,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris X Graphics Graphics,16 GB LPDDR5 RAMLargest,512 GB SSD,"['55\u2009Wh, 4 Cell BatteryGood']","HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
29990,Acer,51,,4.5,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 20.9 mmThick,1.5 kgLight,1 Year Warranty,14 inchesAverage,1366 x 768 pixelsAverage,~ 112 PPIAverage,,,,3rd Gen AMD Ryzen 5 3500U,4 x 2.1 GHz (Turbo Speed upto 3.7 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon Graphics Graphics,8 GB DDR4 RAMAverage,256 GB SSD,['3 Cell Battery'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v4.2","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
174990,Asus,63,,4.1,OS: Windows 11,Utility: Gaming,Thickness: 19.5 mmAverage,1.72 kgLight,1 Year Warranty,14 inchesSmall,2560 x 1600 pixelsAverage,~ 216 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,7th Gen AMD Ryzen 9 7940HS,8 x 4 GHz (Turbo Speed upto 5.2 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"['76\u2009Wh, 4 Cell BatteryGood']","HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
62990,Asus,72,,4.4,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 24.5 mmThick,2.3 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,1 TB SSD,"['48\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
84980,Dell,89,,4.5,OS: Windows 11,Utility: Everyday Use,Utility: Everyday Use,Utility: Everyday Use,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores  8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,512 GB SSD,"['54\u2009Wh, 4 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
51990,Lenovo,91,3,4.55,OS: DOS,Utility: Performance,Thickness: 18.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon AMD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['45\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
63990,Lenovo,81,,4.05,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 24.1 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"['45\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
139990,HP,91,,4.65,OS: Windows 11,"Utility: Business, Performance",Thickness: 24 mmThick,2.25 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsBad,~ 141 PPILow,Anti Glare,Anti Glare,Anti Glare,6th Gen AMD Ryzen 7 6800H,8 x 3.2 GHz (Turbo Speed upto 4.7 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"4 GB, ‎NVIDIA Quadro T600 GraphicsSmall",32 GB DDR5 RAMLargest,1 TB SSD,"['52.5\u2009Wh, 2 Cell BatteryGood']","HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
36990,Lenovo,110,,4.5,OS: Windows 11,Utility: Everyday Use,Thickness: 19.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesLargest,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,['3 Cell Battery'],"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0",,Inbuilt Microphone
92490,Dell,54,,4.2,OS: Windows 11,"Utility: Everyday Use, Business, Performance",1.57 kgAverage,1.57 kgAverage,1 Year Warranty,14 inchesAverage,1920 x 1200 pixelsGood,~ 162 PPIAverage,Touch Screen,Touch Screen,Touch Screen,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores  8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMSmallest,512 GB SSD,"['54\u2009Wh, 4 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
69990,Lenovo,65,,4.55,OS: Windows 11,Utility: Gaming,Thickness: 21.8 mmThick,2.31 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,['60\u2009Wh BatteryGood'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
